sentence_id,sentence,aspect,polarity,from,to
2014_3195,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative,147,151
2014_3195,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive,43,51
2014_3195,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive,79,84
2014_3196,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,positive,67,77
2014_3198,The meat dishes were only so-so.,meat dishes,neutral,4,15
2014_3199,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,positive,20,27
2014_3199,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive,54,64
2014_3201,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive,4,8
2014_3201,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive,31,45
2014_3202,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,91,95
2014_3202,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,negative,120,127
2014_3203,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive,45,55
2014_3208,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,positive,29,36
2014_3209,The staff there is very attentive and down to earth.,staff,positive,4,9
2014_3210,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,35,42
2014_3210,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive,76,80
2014_3210,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,positive,94,104
2014_3211,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",service,negative,4,11
2014_3211,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",server,negative,74,80
2014_3212,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive,39,47
2014_3212,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,three course meal,positive,66,83
2014_3212,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,positive,97,112
2014_3212,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,neutral,130,136
2014_3214,It took them 15 minutes to put water in our glasses.,water,neutral,31,36
2014_3215,The service is descent even when this small place is packed.,service,positive,4,11
2014_3215,The service is descent even when this small place is packed.,place,negative,44,49
2014_3216,This is the best sushi in new york city - hands down.,sushi,positive,17,22
2014_3218,I have eaten a lot of pizza here.,pizza,neutral,22,27
2014_3220,Great value for the quality ingredients.,ingredients,positive,28,39
2014_3221,"The Thali was small, thoroughly unremarkable, and $14.95.",Thali,negative,4,9
2014_3222,The sushi is also great!,sushi,positive,4,9
2014_3223,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,chef app,positive,23,31
2014_3223,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,delicate butternut squash ravioli in a delicious truffle sauce,positive,37,99
2014_3223,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,buttery and tender langostine entree,positive,114,150
2014_3223,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,156,163
2014_3223,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,positive,210,228
2014_3224,Truly the mark of an attentive waiter.,waiter,positive,31,37
2014_3225,"The food here is rather good, but only if you like to wait for it.",food,positive,4,8
2014_3226,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,positive,28,38
2014_3226,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,positive,69,77
2014_3227,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive,4,9
2014_3227,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral,97,100
2014_3227,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral,109,115
2014_3227,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral,156,160
2014_3228,The makhani was OK --the korma was bland.,makhani,neutral,4,11
2014_3228,The makhani was OK --the korma was bland.,korma,negative,25,30
2014_3229,The food is inventive but still keeps traditional indian flavoring.,food,positive,4,8
2014_3231,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict,11,18
2014_3232,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,positive,4,9
2014_3232,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",place,positive,58,63
2014_3233,This is a cute place and could be good but they need to get their act together.,place,positive,15,20
2014_3234,The lox is always fresh too.,lox,positive,4,7
2014_3236,Service was very friendly.,Service,positive,0,7
2014_3237,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,thai food,positive,63,72
2014_3238,Food was OK - fish was cooked well.,Food,neutral,0,4
2014_3238,Food was OK - fish was cooked well.,fish,positive,14,18
2014_3239,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,chinese food,positive,93,105
2014_3240,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,foie gras terrine with figs,positive,42,69
2014_3240,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,positive,4,15
2014_3241,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,negative,82,87
2014_3242,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,service,conflict,4,11
2014_3243,The staff offers impeccable service.,staff,positive,4,9
2014_3243,The staff offers impeccable service.,service,positive,28,35
2014_3245,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive,40,61
2014_3245,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive,81,87
2014_3248,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,negative,53,58
2014_3248,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",freshness,negative,60,69
2014_3248,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",value,negative,71,76
2014_3248,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,negative,92,99
2014_3249,"The place is sleek, modern and playfull and i will return again frequently.",place,positive,4,9
2014_3250,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive,99,103
2014_3250,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,positive,108,112
2014_3250,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,positive,136,142
2014_3251,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,positive,4,23
2014_3251,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,positive,86,90
2014_3252,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,negative,192,206
2014_3253,And the bill was outragous.,bill,negative,8,12
2014_3254,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",service,conflict,4,11
2014_3254,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive,47,51
2014_3254,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive,118,127
2014_3254,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive,150,156
2014_3255,"Kind, attentive wait staff.",wait staff,positive,16,26
2014_3257,Salads were fantastic.,Salads,positive,0,6
2014_3258,The owners and employees are friendly and their pizza is fantastic.,owners,positive,4,10
2014_3258,The owners and employees are friendly and their pizza is fantastic.,employees,positive,15,24
2014_3258,The owners and employees are friendly and their pizza is fantastic.,pizza,positive,48,53
2014_3260,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive,4,8
2014_3260,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,positive,57,86
2014_3260,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,positive,115,120
2014_3261,The food is authentic Italian - delicious!,food,positive,4,8
2014_3263,skip dessert.,dessert,negative,5,12
2014_3266,I complete the total bagel experience by having it lightly toasted.,bagel,positive,21,26
2014_3267,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,negative,16,23
2014_3269,The service is good and ambience is good for a date or group outing.,service,positive,4,11
2014_3269,The service is good and ambience is good for a date or group outing.,ambience,positive,24,32
2014_3270,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,neutral,43,58
2014_3271,It's all about the food !!,food,positive,19,23
2014_3272,Fast service.,service,positive,5,12
2014_3274,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,positive,4,9
2014_3274,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,neutral,54,57
2014_3275,"stick with the chicken, beef, and lamb dishes.",chicken,positive,15,22
2014_3275,"stick with the chicken, beef, and lamb dishes.",beef,positive,24,28
2014_3275,"stick with the chicken, beef, and lamb dishes.",lamb dishes,positive,34,45
2014_3276,"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative,4,11
2014_3276,"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative,25,29
2014_3277,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,positive,68,75
2014_3277,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,positive,80,84
2014_3277,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive,103,107
2014_3277,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,neutral,54,62
2014_3279,"The decor is nice, but more casual than fine dining.",decor,conflict,4,9
2014_3280,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,75,81
2014_3284,"Bottom line: B+ for the food, F for the service.",food,positive,24,28
2014_3284,"Bottom line: B+ for the food, F for the service.",service,negative,40,47
2014_3285,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,positive,19,26
2014_3287,"Stick to dimsum, not super overpriced noodles.",noodles,neutral,38,45
2014_3287,"Stick to dimsum, not super overpriced noodles.",dimsum,positive,9,15
2014_3288,The service is fine and they allow you to enjoy the view.,service,positive,4,11
2014_3288,The service is fine and they allow you to enjoy the view.,view,positive,52,56
2014_3290,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,negative,75,80
2014_3292,delicious simple food in nice outdoor atmosphere.,food,positive,17,21
2014_3292,delicious simple food in nice outdoor atmosphere.,atmosphere,positive,38,48
2014_3295,"The food is good, but very expensive for the casualness of it.",food,conflict,4,8
2014_3296,The only fallback on this restaurant is the prices.,prices,negative,44,50
2014_3297,I've been to Naples 45 for dinner twice.,dinner,neutral,27,33
2014_3298,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,negative,17,21
2014_3298,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,negative,60,66
2014_3300,Try sushimi cucumber roll.,sushimi cucumber roll,positive,4,25
2014_3302,The food is delicious.,food,positive,4,8
2014_3303,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,positive,6,24
2014_3303,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,neutral,84,88
2014_3304,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,positive,5,10
2014_3304,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive,31,39
2014_3304,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,57,62
2014_3306,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,negative,81,85
2014_3307,"believe us, we've been eating sushi for over 15 yrs.",sushi,neutral,30,35
2014_3309,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,positive,4,14
2014_3311,"The food is outstanding and the service is quick, friendly and very professional.",food,positive,4,8
2014_3311,"The food is outstanding and the service is quick, friendly and very professional.",service,positive,32,39
2014_3312,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,positive,4,10
2014_3313,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral,13,19
2014_3316,Service is fast and friendly.,Service,positive,0,7
2014_3317,from an English speaking staff.,staff,neutral,25,30
2014_3319,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,positive,30,42
2014_3319,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,neutral,50,53
2014_3321,My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,positive,50,58
2014_3322,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,negative,85,90
2014_3323,"We all ate pasta entre'es, which were great.",pasta entre'es,positive,11,25
2014_3325,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,positive,4,9
2014_3325,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,negative,69,75
2014_3325,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral,121,127
2014_3325,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,positive,135,139
2014_3328,The food was boring and expensive.,food,negative,4,8
2014_3329,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,positive,4,12
2014_3329,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,positive,62,67
2014_3330,Terrific menu full of unique rolls and special dishes.,menu,positive,9,13
2014_3330,Terrific menu full of unique rolls and special dishes.,rolls,positive,29,34
2014_3330,Terrific menu full of unique rolls and special dishes.,dishes,positive,47,53
2014_3331,The service is ok but could be better.,service,negative,4,11
2014_3332,"We love the food, drinks, and atmosphere!",food,positive,12,16
2014_3332,"We love the food, drinks, and atmosphere!",drinks,positive,18,24
2014_3332,"We love the food, drinks, and atmosphere!",atmosphere,positive,30,40
2014_3333,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,negative,49,65
2014_3336,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,positive,95,100
2014_3336,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,neutral,16,22
2014_3336,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,neutral,35,39
2014_3337,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',negative,38,47
2014_3338,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral,79,88
2014_3338,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,neutral,90,94
2014_3338,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,neutral,125,134
2014_3339,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,positive,4,8
2014_3339,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive,35,42
2014_3339,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive,61,65
2014_3340,"If the weather is nice, try to snag an outside table.",table,positive,47,52
2014_3341,"If you are looking for a good quality, cheap eats - this is the place.",quality,positive,30,37
2014_3343,The service was friendly and the atmosphere was casual.,service,positive,4,11
2014_3343,The service was friendly and the atmosphere was casual.,atmosphere,positive,33,43
2014_3345,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,neutral,56,62
2014_3346,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,positive,18,28
2014_3346,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,positive,30,40
2014_3346,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,positive,44,55
2014_3347,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,positive,63,68
2014_3347,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive,76,84
2014_3348,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,neutral,65,74
2014_3348,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,positive,99,103
2014_3348,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,positive,147,153
2014_3348,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,positive,110,141
2014_3348,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,neutral,161,164
2014_3349,The service was excellent - friendly and attentive.,service,positive,4,11
2014_3350,"The main course had an average portion, and was decent overall.",main course,positive,4,15
2014_3350,"The main course had an average portion, and was decent overall.",portion,neutral,31,38
2014_3351,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,negative,19,30
2014_3351,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,positive,65,74
2014_3351,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,positive,89,101
2014_3353,"Waitstaff is great, very attentive.",Waitstaff,positive,0,9
2014_3355,The dinner menu is diverse and top-notch as well.,dinner menu,positive,4,15
2014_3356,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,positive,18,25
2014_3359,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,positive,13,24
2014_3360,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,positive,40,46
2014_3362,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",wait,conflict,24,28
2014_3362,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",noise,conflict,37,42
2014_3362,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?",rush,conflict,11,15
2014_3365,I won't go back unless someone else is footing the bill.,bill,negative,51,55
2014_3366,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,neutral,67,73
2014_3368,Jimmy's is hands down the hottest night spot in the Bronx.,spot,positive,40,44
2014_3369,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,negative,54,61
2014_3369,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,negative,64,72
2014_3371,"The $300 bill was a bit steep, but the experience was great.",bill,negative,9,13
2014_3373,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,positive,27,30
2014_3373,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,positive,37,46
2014_3373,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,positive,67,74
2014_3373,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,positive,5,13
2014_3375,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,positive,4,12
2014_3375,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,positive,38,43
2014_3375,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,positive,53,65
2014_3376,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,positive,63,71
2014_3378,Simple comfort food and what hot and lage portions.,comfort food,positive,7,19
2014_3378,Simple comfort food and what hot and lage portions.,portions,positive,42,50
2014_3380,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,negative,33,38
2014_3380,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,neutral,46,50
2014_3380,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,negative,69,76
2014_3380,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,negative,81,85
2014_3382,We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,negative,14,27
2014_3382,We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,neutral,71,78
2014_3384,The bagels are also reasonably priced for NYC.,bagels,positive,4,10
2014_3384,The bagels are also reasonably priced for NYC.,priced,positive,31,37
2014_3385,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,positive,49,64
2014_3385,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,positive,95,100
2014_3386,Decor leaves something to be desired.,Decor,negative,0,5
2014_3388,"Also, specify if you like your food spicy- its rather bland if you don't.",food,neutral,31,35
2014_3389,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,positive,4,10
2014_3389,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,positive,25,30
2014_3389,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,negative,88,94
2014_3389,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative,137,141
2014_3390,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,positive,113,121
2014_3391,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",place,positive,117,122
2014_3391,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",Meal,positive,174,178
2014_3391,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,positive,52,65
2014_3392,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",espresso cup filled with chocolate mousse,positive,94,135
2014_3392,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,negative,60,68
2014_3393,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Pho,positive,78,81
2014_3393,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Lemon grass chicken,positive,83,102
2014_3393,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",Beef Cube on rice,positive,106,123
2014_3394,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,positive,78,87
2014_3395,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,positive,4,8
2014_3395,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",appitizers,positive,34,44
2014_3395,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",main course,positive,52,63
2014_3395,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",desserts,positive,88,96
2014_3397,My fish was delicious in an incredible curry sauce.,fish,positive,3,7
2014_3397,My fish was delicious in an incredible curry sauce.,curry sauce,positive,39,50
2014_3398,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,deli,positive,47,51
2014_3399,"Even upon delivery, their juicy pork buns are quite good . .",pork buns,positive,32,41
2014_3402,"Average to good Thai food, but terrible delivery.",Thai food,positive,16,25
2014_3402,"Average to good Thai food, but terrible delivery.",delivery,negative,40,48
2014_3403,The space is nice but when we order our drink we were in for a surprise.,space,positive,4,9
2014_3403,The space is nice but when we order our drink we were in for a surprise.,drink,negative,40,45
2014_3404,The entire place and the treatment we received felt as a conveyor belt.,place,negative,11,16
2014_3405,Joe's Pizza used to have the best slice until this pizzeria opened up.,slice,positive,34,39
2014_3409,And they provided a delicious dessert on the house!,dessert,positive,30,37
2014_3410,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,negative,102,113
2014_3411,"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,4,8
2014_3411,"The food is amazing, rich pastas and fresh doughy pizza.",pastas,positive,26,32
2014_3411,"The food is amazing, rich pastas and fresh doughy pizza.",pizza,positive,50,55
2014_3412,"Food was very good, but not what I would consider out of this world.",Food,positive,0,4
2014_3413,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,positive,6,20
2014_3413,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,positive,37,50
2014_3415,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,8,16
2014_3415,"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,positive,42,48
2014_3417,Food is great and inexpensive.,Food,positive,0,4
2014_3418,The price very reasonable.,price,positive,4,9
2014_3419,"Dessert - can't be missed, so save room!!!",Dessert,positive,0,7
2014_3420,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,73,77
2014_3422,Ingredients are organic which is a real plus for me.,Ingredients,positive,0,11
2014_3423,It was so bad I actually refused to pay for my food.,food,negative,47,51
2014_3424,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,positive,49,56
2014_3424,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive,71,77
2014_3426,"The staff was very attentive, the ambience lovely, and the food superb.",staff,positive,4,9
2014_3426,"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,34,42
