sentence_id,sentence,aspect,from,to,polarity
2016_2273,$6 with tip.,[ASPECT],0,0,positive
2016_2274,Perfection.,[ASPECT],0,0,positive
2016_2275,"Good Sushi, High Price",Sushi,5,10,positive
2016_2275,"Good Sushi, High Price",Sushi,5,10,negative
2016_2276,One of the best Sushi place in town.,Sushi place,16,27,positive
2016_2277,The house special roll is really good.,house special roll,4,22,positive
2016_2278,"On weekends, you might have to wait for couple hours.",[ASPECT],0,0,neutral
2016_2279,"However, they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone.",[ASPECT],0,0,positive
2016_2280,A cozy spot for 2,spot,7,11,positive
2016_2281,"– I can't believe Murphy's has been around for over 25 years, amazing.",Murphy's,18,26,positive
2016_2282,"That's a huge compliment, especially in the fickled restaurant business, ...enough already!",[ASPECT],0,0,positive
2016_2283,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",Brunch,0,6,positive
2016_2283,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",food,72,76,positive
2016_2283,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",egg white omelet,50,66,positive
2016_2284,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,spot,17,21,positive
2016_2284,It's the perfect spot for a romantic date for 2 or a secret rendezvous!,spot,17,21,positive
2016_2285,Save room for  scrumptious desserts.,desserts,27,35,positive
2016_2286,The restaurant offers an extensive wine list and an ambiance you won't forget!,wine list,35,44,positive
2016_2286,The restaurant offers an extensive wine list and an ambiance you won't forget!,ambiance,52,60,positive
2016_2287,"I guarantee you won't be disappointed, there's also valet parking.",[ASPECT],0,0,positive
2016_2287,"I guarantee you won't be disappointed, there's also valet parking.",[ASPECT],0,0,positive
2016_2288,Addicting!,[ASPECT],0,0,positive
2016_2289,– Best Mexican place for lunch in the financial district.,Mexican place,7,20,positive
2016_2290,Love the enchiladas and chicken soup - and be sure to check out their specials.,enchiladas,9,19,positive
2016_2290,Love the enchiladas and chicken soup - and be sure to check out their specials.,chicken soup,24,36,positive
2016_2290,Love the enchiladas and chicken soup - and be sure to check out their specials.,specials,70,78,positive
2016_2291,The cooks have been at the restaurant for years and cook family recipes.,cooks,4,9,positive
2016_2292,"Can get busy on Fridays for a table but once seated, the service is so efficient you can be in and out of there quickly.",service,57,64,positive
2016_2293,I went there with a friend from out of town... and we were both very impressed!,[ASPECT],0,0,positive
2016_2295,The sushi was excellent and the wait staff was quick.,sushi,4,9,positive
2016_2295,The sushi was excellent and the wait staff was quick.,wait staff,32,42,positive
2016_2296,The price was right too.,[ASPECT],0,0,positive
2016_2297,The atmosphere was just okay.,atmosphere,4,14,neutral
2016_2298,"Space was limited, but the food made up for it.",Space,0,5,negative
2016_2298,"Space was limited, but the food made up for it.",food,27,31,positive
2016_2299,I'd go back there in a heartbeat.,[ASPECT],0,0,positive
2016_2303,Well I guess it's hard to be seated when one is invisible to the staff.,staff,65,70,negative
2016_2304,We stood there for 10 minutes while employees walked back and forth ignoring us.,employees,36,45,negative
2016_2305,"Finally, my wife stood face to face in front of one of the staff and she asked, ""Are you waiting for a table?""",staff,59,64,negative
2016_2306,Once seated it took about 30 minutes to finally get the meal.,[ASPECT],0,0,negative
2016_2307,The prior reviews said Kid friendly... give me a break with two young children that is light years.,[ASPECT],0,0,negative
2016_2308,The Caesar salad I ordered had so much lemon I couldn't eat it.,Caesar salad,4,16,negative
2016_2310,It was decent but nothing exceptional.,[ASPECT],0,0,neutral
2016_2315,"Great food, better Margaritas!",food,6,10,positive
2016_2315,"Great food, better Margaritas!",Margaritas,19,29,positive
2016_2316,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",[ASPECT],0,0,positive
2016_2316,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",portions,42,50,positive
2016_2316,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",service,57,64,positive
2016_2316,"– This is one of my top lunch spots, huge portions, fast service and amazing margaritas!!",margaritas,77,87,positive
2016_2317,"it gets really busy, so get there on the early side so you can grab a seat, if you do have to wait, its not bad because the service is quick!",service,124,131,positive
2016_2318,"Check out the art on the walls, very colorful!",art on the walls,14,30,positive
2016_2319,i love this place!,place,12,17,positive
2016_2320,– i have been eating at this place for over 8 years now and i have never had one bad meal.,meal,85,89,positive
2016_2321,i highly recommend this place to all that want to try indain food for the first time.,indain food,54,65,positive
2016_2322,The lunch menu is an awesome deal!,lunch menu,4,14,positive
2016_2323,"plenty of food,trust me .",food,10,14,positive
2016_2324,Fresh ingrediants and super tasty.,ingrediants,6,17,positive
2016_2324,Fresh ingrediants and super tasty.,[ASPECT],0,0,positive
2016_2325,The place is the next best thing to my Moms cooking.,[ASPECT],0,0,positive
2016_2326,"Best food, phenominal service",food,5,9,positive
2016_2326,"Best food, phenominal service",service,22,29,positive
2016_2327,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",fish,86,90,positive
2016_2327,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",service,115,122,positive
2016_2328,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.",selection,17,26,positive
2016_2328,"Not only can the selection be innovative, but there's a nice balance of traditional sushi as well.",sushi,84,89,positive
2016_2329,The nicest waiters in town.,waiters,11,18,positive
2016_2330,WAY OVER-RATED!!!!,[ASPECT],0,0,negative
2016_2331,– This place is unbelievably over-rated.,place,7,12,negative
2016_2332,"If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.",brunch food,64,75,neutral
2016_2332,"If I want to stand in line on Sunday for an hour to get average brunch food, then I would put Murphy's at the top of the list.",[ASPECT],0,0,negative
2016_2333,The regular menu here is slightly above average that is not worth the snotty attitude that you receive.,regular menu,4,16,neutral
2016_2333,The regular menu here is slightly above average that is not worth the snotty attitude that you receive.,[ASPECT],0,0,negative
2016_2334,10!,[ASPECT],0,0,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",sushi,7,12,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",fish,40,44,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",sake,52,56,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",SOHO location,67,80,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Salmon,97,103,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Tuna,105,109,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Fluke,111,116,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Yellow Tail,118,129,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Cod,131,134,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Mackeral,136,144,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Jellyfish,146,155,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Sea Urchin,157,167,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Shrimp,169,175,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Lobster,177,184,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Sea Bream,186,195,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Trout,197,202,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Milk Fish,204,213,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Blue Fin Tuna,215,228,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Eel,230,233,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Crab,235,239,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Sardine,241,248,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Monk Fish,250,259,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Roe,261,264,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Scallop,266,273,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Oysters,275,282,positive
2016_2335,"Your a sushi fan, you love expertly cut fish, great sake, a killer SOHO location, and of course: Salmon, Tuna, Fluke, Yellow Tail, Cod, Mackeral, Jellyfish, Sea Urchin, Shrimp, Lobster, Sea Bream, Trout, Milk Fish, Blue Fin Tuna, Eel, Crab, Sardine, Monk Fish, Roe, Scallop, Oysters, and a varity of Toro.",Toro,300,304,positive
2016_2336,"There is only one place on the east coast that has it all, plus a lot more.",place,18,23,positive
2016_2338,Bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world: BLUE RIBBON SUSHI.,BLUE RIBBON SUSHI,101,118,positive
2016_2340,Cut to the chase - this is amazing!,[ASPECT],0,0,positive
2016_2341,It's unpretentious and underground.,[ASPECT],0,0,positive
2016_2342,"It's fresh, welcoming, delicious, and relaxing.",[ASPECT],0,0,positive
2016_2342,"It's fresh, welcoming, delicious, and relaxing.",[ASPECT],0,0,positive
2016_2343,"Hands down, the best tuna I have ever had.",tuna,21,25,positive
2016_2344,Blue Ribbon lives up to it's fantastic reputation.,Blue Ribbon,0,11,positive
2016_2345,I went here on a recommendation and will surely return time and time again.,[ASPECT],0,0,positive
2016_2346,What a find!,[ASPECT],0,0,positive
2016_2347,Well worth it,[ASPECT],0,0,positive
2016_2348,Great value sushi with high quality & nice setting.,sushi,12,17,positive
2016_2348,Great value sushi with high quality & nice setting.,sushi,12,17,positive
2016_2348,Great value sushi with high quality & nice setting.,setting,43,50,positive
2016_2349,Good for late night dining (last minute planning) without reservations.,[ASPECT],0,0,positive
2016_2350,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,rolls,80,85,positive
2016_2350,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,smoked yellowtail,39,56,positive
2016_2350,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,Chef's Choice for sushi,8,31,positive
2016_2351,Poor customer service/poor pizza.,customer service,5,21,negative
2016_2351,Poor customer service/poor pizza.,pizza,27,32,negative
2016_2352,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",service,50,57,negative
2016_2352,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.",food,74,78,negative
2016_2353,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.",pizza,87,92,negative
2016_2354,"To be honest, I've had better frozen pizza.",pizza,37,42,negative
2016_2356,The only positive thing about Mioposto is the nice location.,location,51,59,positive
2016_2356,The only positive thing about Mioposto is the nice location.,Mioposto,30,38,negative
2016_2357,Love it every time,[ASPECT],0,0,positive
2016_2358,"I was frankly shocked when I read the bad reviews - this place is fantastic; it has not let us down in any way, and we've eaten here more than 10 times.",place,57,62,positive
2016_2360,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",food,4,8,positive
2016_2360,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.",waiting staff,31,44,positive
2016_2361,"The only problem would be the wait, but we usually just have a drink in the front while waiting.",wait,30,34,neutral
2016_2362,Never had one single problem there.,[ASPECT],0,0,positive
2016_2363,Seafood Plus,Seafood,0,7,positive
2016_2364,– This was  great dining experience.,[ASPECT],0,0,positive
2016_2365,"If you're going to see Danny Gans or just staying at the Mirage, don't miss this one.",[ASPECT],0,0,positive
2016_2366,"The appetizer of oysters, lobster, crab (small size) made a perfect entre for my wife.","appetizer of oysters, lobster, crab (small size)",4,52,positive
2016_2367,Seabass on lobster risotto was the best.,Seabass on lobster risotto,0,26,positive
2016_2368,Caesar salad was superb.,Caesar salad,0,12,positive
2016_2369,Great bottle of wine.,bottle of wine,6,20,positive
2016_2370,Leave room for dessert.,dessert,15,22,positive
2016_2371,COMPLETELY OVER RATED!,[ASPECT],0,0,negative
2016_2374,"The food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served.",food,4,8,neutral
2016_2374,"The food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served.",service,25,32,negative
2016_2375,"Even then, the order was not correct and we were still waiting for a couple items.",[ASPECT],0,0,negative
2016_2376,We had a very hard time getting the waitress' attention and finally had to get up and go inside to speak to a manager.,waitress,36,44,negative
2016_2377,As it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20% discount on our bill.,owner,20,25,negative
2016_2378,"When the bill came, he only took the discount off the food and not the drinks.",[ASPECT],0,0,negative
2016_2379,It was clear he didn’t really care.,[ASPECT],0,0,negative
2016_2381,AVOID THE PLACE,PLACE,10,15,negative
2016_2382,– Save yourself the waste of time & DO NOT visit.,[ASPECT],0,0,negative
2016_2384,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,atmosphere,43,53,positive
2016_2384,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,service,69,76,negative
2016_2385,I waited for 10-15 minutes for service ordered a beer & was never served again.,service,31,38,negative
2016_2386,After sitting there with my empty glass for over 20 minutes I left.,[ASPECT],0,0,negative
2016_2387,I went home & looked them up online again where I discovered there is a link for a give away that doesn't work so emailed the restaurant about the non existent service & deceptive link.,restaurant,126,136,negative
2016_2388,I never heard back from anyone more than a month ago.,[ASPECT],0,0,negative
2016_2390,After sitting at the bar for over 20 minutes the bar keep had made only 2 drinks & kept telling us she'd be right with us.,bar keep,49,57,negative
2016_2391,We left without ever getting service.,service,29,36,negative
2016_2392,As of writing this I just tried their give away a link again & it still doesn't work.,[ASPECT],0,0,negative
2016_2394,Best Crab Cakes in Town,Crab Cakes,5,15,positive
2016_2395,– Thats a big statement considering I've been pulling crab traps and making the cakes myself since I was about seven - but something about these little devils gets better every time.,cakes,80,85,positive
2016_2396,"If you can, come to this place by boat and make it a whole evening.",place,25,30,positive
2016_2397,"Great seasonal fish and seafood, with a classy waterfront setting.",seasonal fish,6,19,positive
2016_2397,"Great seasonal fish and seafood, with a classy waterfront setting.",seafood,24,31,positive
2016_2397,"Great seasonal fish and seafood, with a classy waterfront setting.",waterfront setting,47,65,positive
2016_2398,Always a winner.,[ASPECT],0,0,positive
2016_2399,"Great Pizza, Poor Service",Pizza,6,11,positive
2016_2399,"Great Pizza, Poor Service",Service,18,25,negative
2016_2400,"– Love their pizza, especially the mushroom pizza.",pizza,13,18,positive
2016_2400,"– Love their pizza, especially the mushroom pizza.",mushroom pizza,35,49,positive
2016_2401,Also love their caeser salad.,caeser salad,16,28,positive
2016_2402,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",servers,66,73,negative
2016_2402,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.",young woman,79,90,negative
2016_2403,She doesn't make you feel welcome and treats you like an annoyance.,[ASPECT],0,0,negative
2016_2404,"But she is very friendly with certain people, making it even more annoying.",[ASPECT],0,0,negative
2016_2405,Management should really take notice and train their waitstaff and teach them some proper manners.,waitstaff,53,62,negative
2016_2405,Management should really take notice and train their waitstaff and teach them some proper manners.,Management,0,10,negative
2016_2406,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.",pizza,33,38,positive
2016_2406,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.",service,48,55,negative
2016_2407,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,place,20,25,positive
2016_2407,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,service,83,90,negative
2016_2408,Great Breakfast,Breakfast,6,15,positive
2016_2409,– This place is famous for their breakfast.,breakfast,33,42,positive
2016_2410,They have been featured on the food network and they deserve it.,[ASPECT],0,0,positive
2016_2411,The food is great and they make a mean bloody mary.,food,4,8,positive
2016_2411,The food is great and they make a mean bloody mary.,bloody mary,39,50,positive
2016_2412,I love breakfast here.,breakfast,7,16,positive
2016_2413,Their crab eggs benedict is addicting.,crab eggs benedict,6,24,positive
2016_2414,"All their menu items are a hit, and they serve mimosas.",menu items,10,20,positive
2016_2414,"All their menu items are a hit, and they serve mimosas.",[ASPECT],0,0,positive
2016_2415,Doesn't get any better than that.,[ASPECT],0,0,positive
2016_2416,best chinese food i have tasted in a long time,chinese food,5,17,positive
2016_2419,You can easily hear him though so it was a pleasant sound and not overbearing.,[ASPECT],0,0,positive
2016_2420,the ambiance of the restaurant was nice and good for fine dinning.,ambiance,4,12,positive
2016_2421,not too fine thought that you feel uncomfortable and have to dress up.,[ASPECT],0,0,positive
2016_2422,the staff was very nice and courteous and obviously chinese.,staff,4,9,positive
2016_2424,"First off, the food came fast and all together :) i like that... i hate the pretentiousness of things coming in one after the other.",[ASPECT],0,0,positive
2016_2425,"so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.",prawns,13,19,positive
2016_2425,"so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.",batter,75,81,positive
2016_2425,"so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.",walnuts,103,110,positive
2016_2426,yummy.,[ASPECT],0,0,positive
2016_2427,best honey walnyt prawns that we have every tasted.,honey walnyt prawns,5,24,positive
2016_2429,the brocollis were so fresh and tasty.,brocollis,4,13,positive
2016_2430,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.",scallops,150,158,positive
2016_2430,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.",prawns,163,169,positive
2016_2430,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.",brocolli,32,40,positive
2016_2431,not chewy at all.,[ASPECT],0,0,positive
2016_2432,for desert we had the mango ginger creme brulee... oh la la yummy!!!,mango ginger creme brulee,22,47,positive
2016_2433,melt in your mouth.,[ASPECT],0,0,positive
2016_2434,we are for sure coming back to this restaurant.,restaurant,36,46,positive
2016_2436,"it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel... but they are definitely one you dont want to miss, esp if your in downtown san jose.",[ASPECT],0,0,positive
2016_2437,Chintzy portions,portions,8,16,negative
2016_2438,"– The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",sushi,6,11,positive
2016_2438,"– The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",restaurant,164,174,negative
2016_2438,"– The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",sushi,6,11,negative
2016_2438,"– The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).",sushi,6,11,negative
2016_2439,We easily spent more than $40 per person (not including alcohol) and were still hungry.,[ASPECT],0,0,negative
2016_2439,We easily spent more than $40 per person (not including alcohol) and were still hungry.,[ASPECT],0,0,negative
2016_2440,I'm astonished that this restaurant is categorized as $$$ rather than $$$$.,restaurant,25,35,negative
2016_2441,"Terrible service, food ok, pricey",service,9,16,negative
2016_2441,"Terrible service, food ok, pricey",food,18,22,neutral
2016_2441,"Terrible service, food ok, pricey",[ASPECT],0,0,negative
2016_2445,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,[ASPECT],0,0,negative
2016_2448,"We went back to the restaurant and low and behold, we were seated at one of the tables that was available 30 minutes ago!!",[ASPECT],0,0,negative
2016_2450,None that I can think of.,[ASPECT],0,0,negative
2016_2451,"We put in our order and although we ordered 4 appetizers, the food didn't arrive until 45 minutes later...WITH OUR MAIN COURSE.",[ASPECT],0,0,negative
2016_2452,Um so now what are appetizers for???,[ASPECT],0,0,negative
2016_2453,Oh I forgot to mention that they don't have bread service.,[ASPECT],0,0,negative
2016_2455,"My wife also ordered a teapot of hot water (she had a sore throat) and I guess that since it was only water, it wasn't a priority for them to actually bring it.",[ASPECT],0,0,negative
2016_2456,"In other words, if they aren't making $$ off of you then you don't rate high on their 'service scale'.",service,87,94,negative
2016_2457,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",Food,0,4,neutral
2016_2457,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",restaurant,68,78,negative
2016_2457,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",restaurant,68,78,neutral
2016_2459,If I needed to name some they would include the location to the beach or Golden Gate park.,location,48,56,positive
