sentence_id,sentence,aspect,from,to,polarity
2015_1393,"Be sure to try the seasonal, and always delicious, specials.",specials,51,59,positive
2015_1394,Definitely a neighborhood favorite.,[ASPECT],0,0,positive
2015_1395,I loved this place!!,place,13,18,positive
2015_1396,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,50,60,positive
2015_1397,"The food was very good, a great deal, and the place its self was great.",food,4,8,positive
2015_1397,"The food was very good, a great deal, and the place its self was great.",food,4,8,positive
2015_1397,"The food was very good, a great deal, and the place its self was great.",place,46,51,positive
2015_1398,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,4,14,positive
2015_1399,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,56,62,negative
2015_1399,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",Cafe Noir,7,16,positive
2015_1400,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,4,11,negative
2015_1401,"The waitress, seems to be more concerned of looking good than actually waitressing.",waitress,4,12,negative
2015_1402,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",manager,17,24,negative
2015_1403,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",waitress,30,38,negative
2015_1404,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",staff,82,87,negative
2015_1404,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",Cafe Noir,52,61,positive
2015_1405,Pizza here is consistently good.,Pizza,0,5,positive
2015_1406,Salads are a delicious way to begin the meal.,Salads,0,6,positive
2015_1407,You should pass on the calamari.,calamari,23,31,negative
2015_1408,It is thick and slightly soggy.,[ASPECT],0,0,negative
2015_1409,Decor is charming.,Decor,0,5,positive
2015_1410,Service is average.,Service,0,7,neutral
2015_1411,What a great place.,place,13,18,positive
2015_1412,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,4,12,positive
2015_1412,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",[ASPECT],0,0,positive
2015_1412,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,80,84,positive
2015_1413,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",[ASPECT],0,0,neutral
2015_1414,I would definitely recommend SEA if you like thai cuisine!,thai cuisine,45,57,positive
2015_1415,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,49,65,negative
2015_1416,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",gentleman,2,11,negative
2015_1417,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",[ASPECT],0,0,negative
2015_1418,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",[ASPECT],0,0,negative
2015_1419,Never again!,[ASPECT],0,0,negative
2015_1420,I absolutely Loved this place.,place,24,29,positive
2015_1421,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,10,20,positive
2015_1421,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,32,38,positive
2015_1421,"Excellent atmosphere, delicious dishes good and friendly service.",service,57,64,positive
2015_1422,this is can became on e of the NY Italian Food fare institutions.,[ASPECT],0,0,positive
2015_1423,I think that it is absolutely brilliant and well runned business operation.,[ASPECT],0,0,positive
2015_1424,The wine list is also really nice.,wine list,4,13,positive
2015_1425,"Everything was wonderful; food, drinks, staff, mileau.",[ASPECT],0,0,positive
2015_1425,"Everything was wonderful; food, drinks, staff, mileau.",food,26,30,positive
2015_1425,"Everything was wonderful; food, drinks, staff, mileau.",drinks,32,38,positive
2015_1425,"Everything was wonderful; food, drinks, staff, mileau.",staff,40,45,positive
2015_1425,"Everything was wonderful; food, drinks, staff, mileau.",mileau,47,53,positive
2015_1426,I would highly recommend this place!,place,30,35,positive
2015_1427,I have been to Casimir over 5 times and I have always had a great time there.,Casimir,15,22,positive
2015_1428,The food is great and reasonably priced.,food,4,8,positive
2015_1428,The food is great and reasonably priced.,food,4,8,positive
2015_1429,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,55,62,negative
2015_1430,"If the weather is nice, try to snag an outside table.",outside table,39,52,positive
2015_1431,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,4,9,positive
2015_1431,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",unisex bathroom,65,80,negative
2015_1432,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,[ASPECT],0,0,positive
2015_1433,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,21,27,positive
2015_1433,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,46,55,positive
2015_1434,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",waitstaff,82,91,positive
2015_1435,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,72,78,positive
2015_1435,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,93,100,positive
2015_1436,Nice Family owned traditional restaurant.,restaurant,30,40,positive
2015_1437,Fresh ingredients and everything is made to order.,ingredients,6,17,positive
2015_1437,Fresh ingredients and everything is made to order.,[ASPECT],0,0,positive
2015_1438,I was pleasantly surprised to find this gem in Hoboken.,[ASPECT],0,0,positive
2015_1439,Friendly staff that actually lets you enjoy your meal and the company you're with.,staff,9,14,positive
2015_1440,"I found the food to be outstanding, particulary the salmon dish I had.",food,12,16,positive
2015_1440,"I found the food to be outstanding, particulary the salmon dish I had.",salmon dish,52,63,positive
2015_1441,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,19,32,positive
2015_1442,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",dim sum,82,89,neutral
2015_1443,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,18,28,positive
2015_1443,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,69,74,positive
2015_1444,"Overall, excellent restaurant!",restaurant,19,29,positive
2015_1445,The food was good.,food,4,8,positive
2015_1446,The place was nice and calm.,place,4,9,positive
2015_1447,but the service was a bit slow.,service,8,15,negative
2015_1448,The buffet had a nice selection.,buffet,4,10,positive
2015_1449,The food was average or above including some surprising tasty dishes.,food,4,8,positive
2015_1449,The food was average or above including some surprising tasty dishes.,dishes,62,68,positive
2015_1450,Service was also very good.,Service,0,7,positive
2015_1451,I would go back.,[ASPECT],0,0,positive
2015_1452,I got an excellent piece of cheesecake and we had several other nice pastries.,cheesecake,28,38,positive
2015_1452,I got an excellent piece of cheesecake and we had several other nice pastries.,pastries,69,77,positive
2015_1453,"I would recommend Roxy's for that, but not for their food.",food,53,57,negative
2015_1453,"I would recommend Roxy's for that, but not for their food.",[ASPECT],0,0,positive
2015_1454,My son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,38,51,neutral
2015_1455,"But, they were too big for the bun.",[ASPECT],0,0,negative
2015_1456,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,20,27,negative
2015_1457,Also they were $15 each!,[ASPECT],0,0,negative
2015_1458,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,13,40,neutral
2015_1459,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,[ASPECT],0,0,neutral
2015_1459,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,[ASPECT],0,0,negative
2015_1460,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,104,108,negative
2015_1460,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,5,10,positive
2015_1461,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,42,46,negative
2015_1461,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,98,103,negative
2015_1462,And the Tom Kha soup was pathetic.,Tom Kha soup,8,20,negative
2015_1463,If you want good authentic Thai this place is not the place to go.,Thai,27,31,negative
2015_1464,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,100,104,positive
2015_1465,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,4,15,positive
2015_1465,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,70,90,positive
2015_1466,"Conveniently located too, being right on Bedford ave.",[ASPECT],0,0,positive
2015_1467,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,4,28,positive
2015_1468,I will definetly be going back.,[ASPECT],0,0,positive
2015_1469,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,11,27,positive
2015_1470,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",[ASPECT],0,0,negative
2015_1470,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,52,59,positive
2015_1470,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,103,115,positive
2015_1471,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,11,19,positive
2015_1471,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,68,73,positive
2015_1472,We waited at the bar and had martinis that were just right.,martinis,29,37,positive
2015_1473,We will be back.,[ASPECT],0,0,positive
2015_1474,love the food.,food,9,13,positive
2015_1475,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,48,69,positive
2015_1476,and you can't beat the prices.,[ASPECT],0,0,positive
2015_1477,highly recommended.,[ASPECT],0,0,positive
2015_1478,I've lived in NY for 5 years and this place has it all.,place,38,43,positive
2015_1479,"Great food, good size menu, great service and an unpretensious setting.",food,6,10,positive
2015_1479,"Great food, good size menu, great service and an unpretensious setting.",menu,22,26,positive
2015_1479,"Great food, good size menu, great service and an unpretensious setting.",service,34,41,positive
2015_1479,"Great food, good size menu, great service and an unpretensious setting.",setting,63,70,positive
2015_1480,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,4,10,positive
2015_1480,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,62,75,positive
2015_1480,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,77,99,positive
2015_1480,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,101,119,positive
2015_1480,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,135,154,positive
2015_1481,I'm glad I was introduced to this place and this is a rare gem in NY.,place,34,39,positive
2015_1482,"The freshest, best variety, and the fastest delivery.",[ASPECT],0,0,positive
2015_1482,"The freshest, best variety, and the fastest delivery.",[ASPECT],0,0,positive
2015_1482,"The freshest, best variety, and the fastest delivery.",delivery,44,52,positive
2015_1483,Also very inexpensive.,[ASPECT],0,0,positive
2015_1484,A great choice at any cost and a great deal.,[ASPECT],0,0,positive
2015_1484,A great choice at any cost and a great deal.,[ASPECT],0,0,positive
2015_1485,The service was excellent and the food was delicious.,service,4,11,positive
2015_1485,The service was excellent and the food was delicious.,food,34,38,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,29,34,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),90,111,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,113,127,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,129,145,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,29,34,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,157,162,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",two types of sake,164,181,positive
2015_1486,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,191,205,positive
2015_1487,Definitely a great spot for a nice occasion or date.,spot,19,23,positive
2015_1488,"Average to good Thai food, but terrible delivery.",Thai food,16,25,positive
2015_1488,"Average to good Thai food, but terrible delivery.",delivery,40,48,negative
2015_1489,I've waited over one hour for food.,[ASPECT],0,0,negative
2015_1490,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,[ASPECT],0,0,negative
2015_1491,A Thai restaurant out of rice during dinner?,Thai restaurant,2,17,negative
2015_1492,"The food arrived 20 minutes after I called, cold and soggy.",food,4,8,negative
2015_1492,"The food arrived 20 minutes after I called, cold and soggy.",[ASPECT],0,0,negative
2015_1493,This is a wonderful place on all stand points especially value ofr money.,place,20,25,positive
2015_1493,This is a wonderful place on all stand points especially value ofr money.,place,20,25,positive
2015_1494,An excellent service,service,13,20,positive
2015_1495,We were greeted promptly by the waiter who was very nice and cordial.,waiter,32,38,positive
2015_1496,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,[ASPECT],0,0,positive
2015_1496,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,85,91,positive
2015_1497,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,4,8,positive
2015_1498,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),40,61,positive
2015_1499,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,44,54,positive
2015_1500,"Service here was great, food was fantastic.",Service,0,7,positive
2015_1500,"Service here was great, food was fantastic.",food,24,28,positive
2015_1501,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,0,26,positive
2015_1501,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,61,66,positive
2015_1501,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,100,106,negative
2015_1502,Will absolutely visit again.,[ASPECT],0,0,positive
2015_1503,You cannot go wrong with this place.,place,30,35,positive
2015_1504,"The food is outstanding and the service is quick, friendly and very professional.",food,4,8,positive
2015_1504,"The food is outstanding and the service is quick, friendly and very professional.",service,32,39,positive
2015_1505,"Always a nice crowd, but never loud.",crowd,14,19,positive
2015_1505,"Always a nice crowd, but never loud.",[ASPECT],0,0,positive
2015_1506,Go here.,[ASPECT],0,0,positive
2015_1507,Good for dates or with friends.,[ASPECT],0,0,positive
2015_1508,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,61,72,positive
2015_1509,"However, it is jus too good to not praise it.",[ASPECT],0,0,positive
2015_1510,"By far, the best pizza in Manhattan.",pizza,17,22,positive
2015_1511,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,4,9,positive
2015_1511,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,53,58,positive
2015_1511,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,23,34,positive
2015_1512,The menu has so many fish items and oysters.,menu,4,8,positive
2015_1513,"The fish was really,really fresh.",fish,4,8,positive
2015_1514,We all agreed that mare is one of the best seafood restaurants in New York.,mare,19,23,positive
2015_1515,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,27,35,positive
2015_1516,All of the pizzas are terrific and the price is even better!,pizzas,11,17,positive
2015_1516,All of the pizzas are terrific and the price is even better!,[ASPECT],0,0,positive
2015_1517,I highly recommend the Sophia pizza.,Sophia pizza,23,35,positive
2015_1518,It's to die for!,[ASPECT],0,0,positive
2015_1519,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,4,8,negative
2015_1519,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,54,61,negative
2015_1520,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,31,37,negative
2015_1521,So rushing us out was absolutely unnecessary!,[ASPECT],0,0,negative
2015_1522,"For the people who want great food plus great service, Roxy is a place to AVOID!",food,30,34,negative
2015_1522,"For the people who want great food plus great service, Roxy is a place to AVOID!",service,46,53,negative
2015_1523,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,19,24,positive
2015_1523,"The first time the sushi was outstanding, the second time it was a little bland.",sushi,19,24,negative
2015_1524,I'm sure I'll return for a final judgement tho.,[ASPECT],0,0,neutral
2015_1525,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,4,20,positive
2015_1525,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",premium sake,43,55,positive
2015_1525,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,77,84,positive
2015_1526,Mizu is the Japenese find in Grammercy.,Mizu,0,4,positive
2015_1527,"While their kitchen food is delicious, their Sushi is out of this world.",kitchen food,12,24,positive
2015_1527,"While their kitchen food is delicious, their Sushi is out of this world.",Sushi,45,50,positive
2015_1528,Mizu is home to creative and unique rolls not to found anywhere else.,rolls,36,41,positive
2015_1529,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,16,23,positive
2015_1529,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,45,52,positive
2015_1530,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,Mizu,90,94,positive
2015_1531,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people,48,54,positive
2015_1531,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,76,80,negative
2015_1531,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",Thalia,0,6,positive
2015_1532,I ordered the smoked salmon and roe appetizer and it was off flavor.,smoked salmon and roe appetizer,14,45,negative
2015_1533,"The entree was bland and small, dessert was not inspired.",entree,4,10,negative
2015_1533,"The entree was bland and small, dessert was not inspired.",entree,4,10,negative
2015_1533,"The entree was bland and small, dessert was not inspired.",dessert,32,39,negative
2015_1534,I expected quite a bit more from such an expensive menu.,menu,51,55,negative
2015_1534,I expected quite a bit more from such an expensive menu.,menu,51,55,negative
2015_1535,"The view is spectacular, and the food is great.",view,4,8,positive
2015_1535,"The view is spectacular, and the food is great.",food,33,37,positive
2015_1536,Wonderful strawberry daiquiries as well!,strawberry daiquiries,10,31,positive
2015_1537,Definitely worth the trip to Battery Park City!,[ASPECT],0,0,positive
2015_1538,One of my favorite places in Manhattan.,[ASPECT],0,0,positive
2015_1539,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,10,24,positive
2015_1539,Authentic Taiwanese food that's cheap... what more could you ask for?,Taiwanese food,10,24,positive
2015_1540,(Besides that there should be more restaurants like it around the city).,[ASPECT],0,0,positive
2015_1541,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,4,25,positive
2015_1542,delicious simple food in nice outdoor atmosphere.,food,17,21,positive
2015_1542,delicious simple food in nice outdoor atmosphere.,food,17,21,positive
2015_1542,delicious simple food in nice outdoor atmosphere.,outdoor atmosphere,30,48,positive
2015_1543,"Kind, attentive wait staff.",wait staff,16,26,positive
2015_1544,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,23,31,positive
2015_1544,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,40,69,positive
2015_1545,My friend devoured her chicken and mashed potatos.,chicken and mashed potatos,23,49,positive
2015_1546,Delicious crab cakes too.,crab cakes,10,20,positive
2015_1547,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,39,45,positive
2015_1547,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,12,16,positive
2015_1548,Great neighborhood joint.,joint,19,24,positive
2015_1549,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,37,66,positive
2015_1549,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,selection of thin crust pizza,37,66,positive
2015_1549,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,pizza place,15,26,positive
2015_1549,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,Basil slice,81,92,positive
2015_1550,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzones,6,14,negative
2015_1551,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,[ASPECT],0,0,negative
2015_1552,The counter service is bad.,counter service,4,19,negative
2015_1553,They charge different prices all the time.,[ASPECT],0,0,negative
2015_1554,"They're rude at times, and not very friendly.",[ASPECT],0,0,negative
2015_1555,NO PIZZA 33 for me!,PIZZA 33,3,11,negative
2015_1556,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",[ASPECT],0,0,negative
2015_1557,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,4,9,negative
2015_1557,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,4,9,negative
2015_1558,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,4,14,negative
2015_1558,"The sandwiches are dry, tasteless and way overpriced.",sandwiches,4,14,negative
2015_1559,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",place,12,17,negative
2015_1559,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",room,127,131,negative
2015_1559,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",clerks,147,153,negative
2015_1560,"Seriously, this place kicks ass.",place,16,21,positive
2015_1561,"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,4,14,positive
2015_1561,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,34,41,positive
2015_1561,"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,61,65,positive
2015_1562,"Best Italian food I ever had (and being Italian, that means alot).",Italian food,5,17,positive
2015_1563,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",[ASPECT],0,0,positive
2015_1564,"This is such a lovely, peaceful place to eat outside.",place,32,37,positive
2015_1565,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,restaurant,4,14,positive
2015_1566,"It is set far from the small street it's on, and there is no traffic noise.",[ASPECT],0,0,positive
2015_1567,"The food is good, especially their more basic dishes, and the drinks are delicious.",food,4,8,positive
2015_1567,"The food is good, especially their more basic dishes, and the drinks are delicious.",basic dishes,40,52,positive
2015_1567,"The food is good, especially their more basic dishes, and the drinks are delicious.",drinks,62,68,positive
2015_1568,"This is a great place to take out-of-towners, and perfect for watching the sunset.",place,16,21,positive
2015_1569,Great sushi experience.,sushi,6,11,positive
2015_1570,Nice value.,[ASPECT],0,0,positive
2015_1571,Unique apppetizers.,apppetizers,7,18,positive
2015_1572,Try sushimi cucumber roll.,sushimi cucumber roll,4,25,positive
2015_1573,"Good spreads, great beverage selections and bagels really tasty.",spreads,5,12,positive
2015_1573,"Good spreads, great beverage selections and bagels really tasty.",beverage selections,20,39,positive
2015_1573,"Good spreads, great beverage selections and bagels really tasty.",bagels,44,50,positive
2015_1574,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,[ASPECT],0,0,negative
2015_1575,Murray won't do it.,[ASPECT],0,0,negative
2015_1576,But who says Murray's is anything about service.,service,40,47,negative
2015_1577,"So close, but not good enough.",[ASPECT],0,0,neutral
2015_1578,Don't be fooled by crowds of people.,[ASPECT],0,0,negative
2015_1579,The service is awful.,service,4,11,negative
2015_1580,This place is not worth the prices.,place,5,10,negative
2015_1580,This place is not worth the prices.,place,5,10,negative
2015_1581,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",[ASPECT],0,0,negative
2015_1582,Love Pizza 33..,Pizza 33,5,13,positive
2015_1583,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,Pizza,95,100,positive
2015_1584,It hits the spot every time,[ASPECT],0,0,positive
2015_1585,This tiny Williamsburg spot is always pleasantly surprising.,Williamsburg spot,10,27,positive
2015_1586,The pizza is delicious and the proprietor is one of the nicest in NYC.,pizza,4,9,positive
2015_1586,The pizza is delicious and the proprietor is one of the nicest in NYC.,proprietor,31,41,positive
2015_1587,I've been many time and have never been disappointed.,[ASPECT],0,0,positive
2015_1588,They even scoop it out nice (for those on a diet) not too much not to little.,[ASPECT],0,0,positive
2015_1589,The cream cheeses are out of this world and I love that coffee!!,cream cheeses,4,17,positive
2015_1589,The cream cheeses are out of this world and I love that coffee!!,coffee,56,62,positive
2015_1590,A little crowded but they move that line really fast!,[ASPECT],0,0,positive
2015_1590,A little crowded but they move that line really fast!,[ASPECT],0,0,negative
2015_1591,A little pricey but it really hits the spot on a Sunday morning!,[ASPECT],0,0,negative
2015_1591,A little pricey but it really hits the spot on a Sunday morning!,[ASPECT],0,0,positive
2015_1592,"Bagels are ok, but be sure not to make any special requests!",Bagels,0,6,neutral
2015_1592,"Bagels are ok, but be sure not to make any special requests!",[ASPECT],0,0,negative
2015_1593,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,manager,50,57,negative
2015_1594,Be sure not to get anything other than bagels!..,[ASPECT],0,0,negative
2015_1594,Be sure not to get anything other than bagels!..,bagels,39,45,positive
2015_1595,the turkey burgers are scary!,turkey burgers,4,18,negative
2015_1596,The worst excuse for Japanese food I've ever encountered.,[ASPECT],0,0,negative
2015_1597,The soup for the udon was soy sauce and water.,soup for the udon,4,21,negative
2015_1598,The sushi was awful!,sushi,4,9,negative
2015_1599,The rice was poor quality and was cooked so badly it was hard.,rice,4,8,negative
2015_1600,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,17,21,negative
2015_1600,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,47,52,negative
2015_1601,"The fish was adequate, but inexpertly sliced.",fish,4,8,negative
2015_1602,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,82,98,negative
2015_1603,"Good, fast service.",service,11,18,positive
2015_1604,I would highly recommend.,[ASPECT],0,0,positive
2015_1605,Food is great and inexpensive.,Food,0,4,positive
2015_1605,Food is great and inexpensive.,Food,0,4,positive
2015_1606,The location is perfect.,location,4,12,positive
2015_1607,Give it a try and enjoy.,[ASPECT],0,0,positive
2015_1608,"Well, this place is so Ghetto its not even funny.",place,11,16,negative
2015_1609,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,bottle,105,111,negative
